"Town","FIPS","Year","Grade","MeasureType","Variable","Value"
"New Milford","0900552630",2009,"K through 3","Percent","Students absent 20 or more days",4.93
"Newington","0900352140",2009,"K through 3","Percent","Students absent 20 or more days",3.35
"Newtown","0900152980",2009,"K through 3","Percent","Students absent 20 or more days",2.55
"Norfolk","0900553470",2009,"K through 3","Percent","Students absent 20 or more days",3.93
"North Branford","0900953890",2009,"K through 3","Percent","Students absent 20 or more days",1.63
"North Canaan","0900554030",2009,"K through 3","Percent","Students absent 20 or more days",6.68
"North Haven","0900954870",2009,"K through 3","Percent","Students absent 20 or more days",4.18
"North Stonington","0901155500",2009,"K through 3","Percent","Students absent 20 or more days",4.23
"Norwalk","0900156060",2009,"K through 3","Percent","Students absent 20 or more days",5.5
"Norwich","0901156270",2009,"K through 3","Percent","Students absent 20 or more days",9.3
"Old Lyme","0901157040",2009,"K through 3","Percent","Students absent 20 or more days",11.08
"Old Saybrook","0900757320",2009,"K through 3","Percent","Students absent 20 or more days",3.15
"Orange","0900957600",2009,"K through 3","Percent","Students absent 20 or more days",0.98
"Oxford","0900958300",2009,"K through 3","Percent","Students absent 20 or more days",5.05
"Plainfield","0901559980",2009,"K through 3","Percent","Students absent 20 or more days",4.58
"Plainville","0900360120",2009,"K through 3","Percent","Students absent 20 or more days",2.25
"Plymouth","0900560750",2009,"K through 3","Percent","Students absent 20 or more days",7.28
"Pomfret","0901561030",2009,"K through 3","Percent","Students absent 20 or more days",3.25
"Portland","0900761800",2009,"K through 3","Percent","Students absent 20 or more days",3.13
"Preston","0901162150",2009,"K through 3","Percent","Students absent 20 or more days",3.98
"Prospect","0900962290",2009,"K through 3","Percent","Students absent 20 or more days",3.48
"Putnam","0901562710",2009,"K through 3","Percent","Students absent 20 or more days",10.2
"Redding","0900163480",2009,"K through 3","Percent","Students absent 20 or more days",3.3
"Ridgefield","0900163970",2009,"K through 3","Percent","Students absent 20 or more days",7.73
"Rocky Hill","0900365370",2009,"K through 3","Percent","Students absent 20 or more days",4.73
"Roxbury","0900565930",2009,"K through 3","Percent","Students absent 20 or more days",5.6
"Salem","0901166210",2009,"K through 3","Percent","Students absent 20 or more days",3.35
"Salisbury","0900566420",2009,"K through 3","Percent","Students absent 20 or more days",5.83
"Scotland","0901567400",2009,"K through 3","Percent","Students absent 20 or more days",3.83
"Seymour","0900967610",2009,"K through 3","Percent","Students absent 20 or more days",3.88
"Sharon","0900567960",2009,"K through 3","Percent","Students absent 20 or more days",4.88
"Shelton","0900168170",2009,"K through 3","Percent","Students absent 20 or more days",5.73
"Sherman","0900168310",2009,"K through 3","Percent","Students absent 20 or more days",6.75
"Simsbury","0900368940",2009,"K through 3","Percent","Students absent 20 or more days",3.85
"Somers","0901369220",2009,"K through 3","Percent","Students absent 20 or more days",2.88
"South Windsor","0900371390",2009,"K through 3","Percent","Students absent 20 or more days",13.4
"Southbury","0900969640",2009,"K through 3","Percent","Students absent 20 or more days",4.25
"Southington","0900370550",2009,"K through 3","Percent","Students absent 20 or more days",3.1
"Sprague","0901171670",2009,"K through 3","Percent","Students absent 20 or more days",6.28
"Stafford","0901372090",2009,"K through 3","Percent","Students absent 20 or more days",6.53
"Stamford","0900173070",2009,"K through 3","Percent","Students absent 20 or more days",9.23
"Sterling","0901573420",2009,"K through 3","Percent","Students absent 20 or more days",4.78
"Stonington","0901173770",2009,"K through 3","Percent","Students absent 20 or more days",8.05
"Stratford","0900174190",2009,"K through 3","Percent","Students absent 20 or more days",6.65
"Suffield","0900374540",2009,"K through 3","Percent","Students absent 20 or more days",1.9
"Thomaston","0900575730",2009,"K through 3","Percent","Students absent 20 or more days",4.18
"Thompson","0901575870",2009,"K through 3","Percent","Students absent 20 or more days",6.5
"Tolland","0901376290",2009,"K through 3","Percent","Students absent 20 or more days",2.15
"Torrington","0900576570",2009,"K through 3","Percent","Students absent 20 or more days",7.5
"Trumbull","0900177200",2009,"K through 3","Percent","Students absent 20 or more days",11.08
"Union","0901377830",2009,"K through 3","Percent","Students absent 20 or more days",0
"Vernon","0901378250",2009,"K through 3","Percent","Students absent 20 or more days",5.2
"Voluntown","0901178600",2009,"K through 3","Percent","Students absent 20 or more days",6.98
"Wallingford","0900978740",2009,"K through 3","Percent","Students absent 20 or more days",4.78
"Washington","0900579720",2009,"K through 3","Percent","Students absent 20 or more days",5.6
"Waterbury","0900980070",2009,"K through 3","Percent","Students absent 20 or more days",4.95
"Waterford","0901180280",2009,"K through 3","Percent","Students absent 20 or more days",2.78
"Watertown","0900580490",2009,"K through 3","Percent","Students absent 20 or more days",2.93
"West Hartford","0900382590",2009,"K through 3","Percent","Students absent 20 or more days",3.15
"West Haven","0900982870",2009,"K through 3","Percent","Students absent 20 or more days",10.35
"Westbrook","0900781680",2009,"K through 3","Percent","Students absent 20 or more days",2.65
"Weston","0900183430",2009,"K through 3","Percent","Students absent 20 or more days",4.95
"Westport","0900183500",2009,"K through 3","Percent","Students absent 20 or more days",2.18
"Wethersfield","0900384900",2009,"K through 3","Percent","Students absent 20 or more days",2.55
"Willington","0901385950",2009,"K through 3","Percent","Students absent 20 or more days",4.15
"Wilton","0900186370",2009,"K through 3","Percent","Students absent 20 or more days",2.78
"Winchester","0900586440",2009,"K through 3","Percent","Students absent 20 or more days",4.78
"Windham","0901586790",2009,"K through 3","Percent","Students absent 20 or more days",9.65
"Windsor","0900387000",2009,"K through 3","Percent","Students absent 20 or more days",3.63
"Windsor Locks","0900387070",2009,"K through 3","Percent","Students absent 20 or more days",4.65
"Wolcott","0900987560",2009,"K through 3","Percent","Students absent 20 or more days",1.95
"Woodbridge","0900987700",2009,"K through 3","Percent","Students absent 20 or more days",3.53
"Woodbury","0900587910",2009,"K through 3","Percent","Students absent 20 or more days",5.53
"Woodstock","0901588190",2009,"K through 3","Percent","Students absent 20 or more days",4.68
"Andover","0901301080",2010,"K through 3","Percent","Students absent 20 or more days",3.55
"Ansonia","0900901220",2010,"K through 3","Percent","Students absent 20 or more days",12.24
"Ashford","0901501430",2010,"K through 3","Percent","Students absent 20 or more days",8.27
"Avon","0900302060",2010,"K through 3","Percent","Students absent 20 or more days",5.56
"Barkhamsted","0900502760",2010,"K through 3","Percent","Students absent 20 or more days",7.08
"Beacon Falls","0900903250",2010,"K through 3","Percent","Students absent 20 or more days",4.22
"Berlin","0900304300",2010,"K through 3","Percent","Students absent 20 or more days",3.15
"Bethany","0900904580",2010,"K through 3","Percent","Students absent 20 or more days",1.68
"Bethel","0900104720",2010,"K through 3","Percent","Students absent 20 or more days",3.59
"Bethlehem","0900504930",2010,"K through 3","Percent","Students absent 20 or more days",7.35
"Bloomfield","0900305910",2010,"K through 3","Percent","Students absent 20 or more days",5.49
"Bolton","0901306260",2010,"K through 3","Percent","Students absent 20 or more days",7.68
"Bozrah","0901106820",2010,"K through 3","Percent","Students absent 20 or more days",4.79
"Branford","0900907310",2010,"K through 3","Percent","Students absent 20 or more days",5.59
"Bridgeport","0900108070",2010,"K through 3","Percent","Students absent 20 or more days",14.66
"Bridgewater","0900508210",2010,"K through 3","Percent","Students absent 20 or more days",5.32
"Bristol","0900308490",2010,"K through 3","Percent","Students absent 20 or more days",8.7
"Brookfield","0900108980",2010,"K through 3","Percent","Students absent 20 or more days",2.83
"Brooklyn","0901509190",2010,"K through 3","Percent","Students absent 20 or more days",9.55
"Burlington","0900310100",2010,"K through 3","Percent","Students absent 20 or more days",2.59
"Canaan","0900510940",2010,"K through 3","Percent","Students absent 20 or more days",11.91
"Canterbury","0901512130",2010,"K through 3","Percent","Students absent 20 or more days",6.76
"Canton","0900312270",2010,"K through 3","Percent","Students absent 20 or more days",5.83
"Chaplin","0901513810",2010,"K through 3","Percent","Students absent 20 or more days",6.65
"Cheshire","0900914160",2010,"K through 3","Percent","Students absent 20 or more days",3.41
"Chester","0900714300",2010,"K through 3","Percent","Students absent 20 or more days",5.97
"Clinton","0900715350",2010,"K through 3","Percent","Students absent 20 or more days",17.64
"Colchester","0901115910",2010,"K through 3","Percent","Students absent 20 or more days",3.26
"Colebrook","0900516050",2010,"K through 3","Percent","Students absent 20 or more days",1.32
"Columbia","0901316400",2010,"K through 3","Percent","Students absent 20 or more days",7.71
"Cornwall","0900517240",2010,"K through 3","Percent","Students absent 20 or more days",3.13
"Coventry","0901317800",2010,"K through 3","Percent","Students absent 20 or more days",5.53
"Cromwell","0900718080",2010,"K through 3","Percent","Students absent 20 or more days",5.04
"Danbury","0900118500",2010,"K through 3","Percent","Students absent 20 or more days",5.61
"Darien","0900118850",2010,"K through 3","Percent","Students absent 20 or more days",2.98
"Deep River","0900719130",2010,"K through 3","Percent","Students absent 20 or more days",2.95
"Derby","0900919550",2010,"K through 3","Percent","Students absent 20 or more days",13.11
"Durham","0900720810",2010,"K through 3","Percent","Students absent 20 or more days",3.25
"East Granby","0900322070",2010,"K through 3","Percent","Students absent 20 or more days",4.35
"East Haddam","0900722280",2010,"K through 3","Percent","Students absent 20 or more days",5.8
"East Hampton","0900722490",2010,"K through 3","Percent","Students absent 20 or more days",7.9
"East Hartford","0900322630",2010,"K through 3","Percent","Students absent 20 or more days",13.17
"East Haven","0900922910",2010,"K through 3","Percent","Students absent 20 or more days",9.37
"East Lyme","0901123400",2010,"K through 3","Percent","Students absent 20 or more days",3.57
"East Windsor","0900324800",2010,"K through 3","Percent","Students absent 20 or more days",6.89
"Eastford","0901521860",2010,"K through 3","Percent","Students absent 20 or more days",8.38
"Easton","0900123890",2010,"K through 3","Percent","Students absent 20 or more days",4.64
"Ellington","0901325360",2010,"K through 3","Percent","Students absent 20 or more days",4.36
"Enfield","0900325990",2010,"K through 3","Percent","Students absent 20 or more days",7.04
"Essex","0900726270",2010,"K through 3","Percent","Students absent 20 or more days",2.29
"Fairfield","0900126620",2010,"K through 3","Percent","Students absent 20 or more days",3.84
"Farmington","0900327600",2010,"K through 3","Percent","Students absent 20 or more days",5.28
"Franklin","0901129910",2010,"K through 3","Percent","Students absent 20 or more days",2.57
"Glastonbury","0900331240",2010,"K through 3","Percent","Students absent 20 or more days",2.55
"Goshen","0900532290",2010,"K through 3","Percent","Students absent 20 or more days",1.44
"Granby","0900332640",2010,"K through 3","Percent","Students absent 20 or more days",4.25
"Greenwich","0900133620",2010,"K through 3","Percent","Students absent 20 or more days",6.49
"Griswold","0901133900",2010,"K through 3","Percent","Students absent 20 or more days",7.88
"Groton","0901134250",2010,"K through 3","Percent","Students absent 20 or more days",10.02
"Guilford","0900934950",2010,"K through 3","Percent","Students absent 20 or more days",3.5
"Haddam","0900735230",2010,"K through 3","Percent","Students absent 20 or more days",4.46
